Employee_ID,Department,Gender,Age,Education_Level,Years_at_Company,Job_Role,Monthly_Income,Training_Hours,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Score,Absenteeism_Days,Promotion_in_Last_5Years
1608,Sales,Male,56,Bachelor,12,Analyst,123568.95,51,No,3,4,4,27,1
1609,Finance,Female,53,High School,6,Analyst,20935.81,26,No,1,3,1,17,1
1610,Marketing,Male,40,High School,4,Executive,119852.55,21,No,2,2,5,27,0
1611,IT,Female,28,PhD,0,Executive,93081.55,53,No,2,3,1,29,0
1612,Marketing,Female,52,High School,1,Analyst,124280.77,1,Yes,4,2,1,4,0
1613,HR,Female,27,Bachelor,17,Manager,23796.38,67,No,2,2,1,28,0
1614,IT,Male,53,Bachelor,4,Analyst,122811.7,42,Yes,3,1,3,1,0
1615,IT,Male,42,Bachelor,27,Manager,62260.71,50,No,1,3,3,24,1
1616,Sales,Male,56,High School,14,Manager,54658.61,80,Yes,3,1,2,5,0
1617,Sales,Male,29,PhD,13,Analyst,145940.06,54,No,1,2,3,23,0
1618,Finance,Male,46,High School,5,Manager,128753.18,99,No,2,1,4,0,0
1619,Marketing,Female,28,PhD,28,Engineer,75304.22,32,No,1,1,5,21,0
1620,HR,Female,54,PhD,28,Executive,131235.44,2,Yes,3,4,4,26,0
1621,Sales,Female,48,Bachelor,17,Manager,127274.35,31,No,1,1,1,15,0
1622,Sales,Male,33,PhD,27,Analyst,66011.94,53,No,1,2,5,4,0
1623,Sales,Male,41,High School,19,Engineer,112636.77,14,No,3,2,2,6,1
1624,Marketing,Female,34,High School,22,Executive,64235.07,35,No,2,4,2,11,0
1625,HR,Male,56,Bachelor,1,Manager,140961.81,16,No,1,3,5,11,0
1626,Operations,Male,59,Bachelor,16,Manager,52326.22,24,No,2,4,3,18,0
1627,Finance,Female,30,PhD,14,Executive,36948.45,9,No,4,1,5,14,0
1628,HR,Male,56,Bachelor,28,Engineer,87507.7,60,Yes,1,4,1,6,0
1629,Sales,Female,52,High School,23,Analyst,78953.84,85,No,2,2,3,26,0
1630,Marketing,Male,27,Master,16,Executive,90146.25,69,Yes,4,4,1,21,1
1631,Operations,Female,45,PhD,3,Executive,103966.88,5,No,3,2,4,22,0
1632,HR,Female,49,PhD,26,Executive,43221.47,33,No,4,3,2,14,1
1633,HR,Male,25,High School,22,Engineer,114600.61,2,No,1,4,5,27,0
1634,IT,Male,37,Master,8,Manager,143421.59,78,Yes,3,2,1,0,0
1635,HR,Female,43,High School,9,Executive,75972.37,86,No,1,3,1,25,1
1636,Finance,Male,56,PhD,18,Manager,84791.56,90,No,2,3,1,23,0
1637,IT,Female,49,Master,8,Analyst,81443.68,32,No,3,3,2,4,0
1638,Operations,Female,48,Bachelor,29,Manager,116075.28,84,Yes,1,4,1,14,0
1639,HR,Female,36,High School,13,Manager,33244.68,53,No,2,4,3,19,0
1640,Operations,Male,32,Master,8,Engineer,91870.47,7,Yes,3,3,2,28,0
1641,HR,Female,59,PhD,2,Analyst,46599.4,76,No,2,1,3,17,1
1642,IT,Female,26,Bachelor,3,Engineer,50763.2,13,No,1,3,1,6,0
1643,Sales,Male,27,High School,16,Analyst,50983.28,10,No,1,2,3,14,0
1644,Marketing,Male,25,High School,22,Engineer,121631.61,81,Yes,2,1,1,1,0
1645,Operations,Male,32,PhD,0,Consultant,100276.98,18,Yes,4,3,2,18,0
1646,Marketing,Male,47,Bachelor,17,Engineer,77676.65,66,No,2,4,1,27,0
1647,Sales,Male,35,Master,19,Consultant,112733.23,12,No,3,2,3,16,0
1648,IT,Female,50,Bachelor,17,Consultant,133947.62,51,Yes,3,3,1,9,0
1649,Finance,Male,44,High School,14,Executive,57582.15,22,No,2,1,5,5,0
1650,Operations,Male,47,Master,16,Engineer,95876.7,1,Yes,3,2,5,29,1
1651,HR,Male,26,High School,25,Engineer,141155.99,51,No,1,2,4,2,0
1652,IT,Female,59,PhD,0,Engineer,78257.52,62,Yes,2,3,4,9,0
1653,Finance,Female,44,High School,16,Engineer,77255.3,54,Yes,3,4,5,1,0
1654,IT,Female,43,High School,15,Manager,138809.51,59,No,3,1,3,24,0
1655,HR,Female,34,Master,11,Engineer,146359.32,7,Yes,2,3,1,5,0
1656,Sales,Female,49,High School,18,Executive,98289.27,65,No,2,3,2,0,0
1657,Sales,Female,39,Master,20,Analyst,55807.96,31,No,1,1,5,7,0
1658,Operations,Male,29,Master,10,Consultant,65617.17,19,No,4,4,2,4,0
1659,Marketing,Male,39,Bachelor,20,Consultant,40460.02,47,Yes,3,3,2,7,1
1660,Sales,Male,41,PhD,20,Manager,136964.22,11,No,1,3,3,27,0
1661,Operations,Male,38,Bachelor,11,Analyst,105473.61,21,No,4,4,1,24,0
1662,Marketing,Female,55,Master,21,Engineer,51632.69,27,No,4,4,5,16,0
1663,Sales,Male,30,PhD,2,Consultant,58684.58,18,No,3,2,5,27,0
1664,IT,Female,25,High School,8,Executive,28545.44,53,No,2,2,5,0,0
1665,IT,Female,31,Master,23,Manager,52415.41,25,No,2,1,3,2,0
1666,Marketing,Female,59,PhD,12,Engineer,67582.9,52,Yes,1,3,5,16,0
1667,Operations,Female,57,Bachelor,8,Analyst,101874.59,84,No,2,4,5,2,0
1668,Operations,Male,43,Master,12,Executive,133183.33,58,No,3,4,3,15,0
1669,Sales,Female,21,High School,3,Consultant,145267.67,46,No,4,1,1,0,0
1670,Operations,Female,56,High School,11,Consultant,42068.96,34,No,3,3,3,0,0
1671,Marketing,Female,35,High School,7,Engineer,110207.65,78,Yes,1,2,5,19,0
1672,Finance,Female,53,Bachelor,8,Consultant,54063.22,98,No,1,1,5,9,0
1673,Sales,Female,52,Master,25,Analyst,49133.17,82,Yes,2,4,3,7,0
1674,IT,Female,50,PhD,8,Executive,44728.46,89,No,1,2,1,19,0
1675,IT,Female,24,Bachelor,14,Consultant,96223.23,32,No,4,1,2,2,1
1676,Marketing,Male,49,Master,12,Engineer,47798.07,18,Yes,1,4,5,20,0
1677,Marketing,Female,45,High School,24,Engineer,67346.03,79,Yes,3,2,3,23,1
1678,Finance,Male,41,PhD,22,Analyst,80654.9,7,No,1,1,1,24,0
1679,Operations,Female,30,Bachelor,0,Executive,44419.27,24,Yes,2,2,4,25,0
1680,Finance,Male,30,Master,10,Consultant,101260.43,62,No,1,2,1,18,0
1681,HR,Male,42,PhD,12,Engineer,131522.61,70,Yes,2,4,5,27,0
1682,Marketing,Male,57,PhD,28,Executive,107874.99,96,No,3,1,4,4,0
1683,Marketing,Female,51,Bachelor,21,Consultant,94607.0,92,No,1,1,5,5,0
1684,Finance,Male,35,Master,17,Executive,113749.28,8,No,2,2,5,2,0
1685,HR,Male,29,Master,20,Executive,65023.46,97,No,1,2,3,4,0
1686,Marketing,Male,33,Master,22,Executive,25066.44,62,Yes,1,1,4,13,0
1687,Operations,Male,48,Bachelor,6,Executive,32181.93,30,No,3,2,1,23,0
1688,Finance,Female,49,Bachelor,1,Manager,48015.87,62,Yes,3,1,1,13,0
1689,IT,Female,57,Master,2,Analyst,36407.85,57,No,1,4,4,22,0
1690,Marketing,Male,50,High School,22,Engineer,58275.75,57,No,4,1,2,7,1
1691,Operations,Female,31,Master,0,Manager,60254.74,23,No,1,4,1,23,1
1692,Sales,Male,34,PhD,29,Analyst,28628.26,65,Yes,4,3,1,16,0
1693,IT,Male,57,Bachelor,11,Analyst,82906.89,51,No,4,1,2,28,1
1694,Marketing,Female,27,PhD,11,Consultant,35403.65,69,No,4,3,4,13,0
1695,Sales,Female,43,PhD,28,Executive,86826.69,31,No,1,2,1,6,0
1696,Operations,Female,58,Master,2,Engineer,61050.88,90,No,2,3,5,4,0
1697,HR,Female,38,High School,4,Consultant,28813.47,88,Yes,3,1,4,27,0
1698,IT,Male,49,PhD,26,Consultant,97147.64,5,No,4,4,3,9,0
1699,HR,Female,30,Master,19,Executive,74919.34,87,No,1,2,2,0,0
1700,IT,Male,58,PhD,13,Executive,139088.03,57,No,2,3,4,25,0
1701,Operations,Male,46,High School,16,Executive,88216.57,85,No,4,3,4,1,1
1702,Operations,Female,59,High School,17,Executive,28748.15,1,No,1,3,2,7,0
1703,HR,Male,45,PhD,5,Engineer,111779.56,1,Yes,2,2,2,7,0
1704,Sales,Male,34,Master,23,Analyst,142001.53,24,No,4,3,1,20,0
1705,Finance,Male,36,High School,22,Engineer,20784.61,69,Yes,3,4,1,17,0
1706,Operations,Male,36,Bachelor,16,Analyst,26454.38,36,Yes,2,4,4,17,0
1707,Operations,Male,28,Bachelor,26,Consultant,129715.84,5,No,1,2,2,26,0
1708,Marketing,Female,38,Bachelor,23,Manager,67637.41,33,No,3,1,4,12,0
1709,Operations,Female,28,PhD,5,Consultant,52267.61,29,No,4,3,1,20,0
1710,Marketing,Male,41,Master,6,Manager,46827.44,50,No,1,2,2,15,0
1711,Operations,Female,26,High School,0,Executive,135867.81,58,Yes,1,2,1,4,0
1712,Finance,Female,37,High School,25,Consultant,42005.33,80,No,4,2,1,7,1
1713,Sales,Female,33,Bachelor,10,Consultant,61457.69,26,No,4,4,1,10,0
1714,Sales,Male,42,Master,12,Consultant,148126.45,28,No,2,2,1,14,0
1715,IT,Male,43,Bachelor,7,Executive,59174.35,42,No,4,3,5,11,0
1716,Finance,Male,24,Master,26,Engineer,68344.74,36,No,2,4,5,24,1
1717,HR,Female,38,PhD,10,Analyst,95436.68,20,Yes,1,1,2,0,0
1718,IT,Female,44,Bachelor,0,Executive,50264.32,23,Yes,2,3,4,13,0
1719,IT,Male,38,Master,10,Manager,81805.07,32,Yes,1,1,3,23,0
1720,Sales,Female,24,Master,8,Executive,71676.15,41,Yes,2,4,3,29,1
1721,Finance,Female,25,Master,24,Executive,54574.34,92,Yes,3,1,3,2,0
1722,HR,Female,43,Master,0,Consultant,41219.6,54,No,2,2,4,18,0
1723,Operations,Female,31,PhD,1,Engineer,101409.37,0,No,3,2,4,14,1
1724,Marketing,Female,35,Bachelor,20,Analyst,73536.96,54,No,4,3,5,5,0
1725,Finance,Female,59,Master,6,Analyst,52155.86,54,Yes,4,1,1,10,0
1726,HR,Male,42,PhD,25,Analyst,54567.4,94,No,1,3,5,28,0
1727,Finance,Male,33,Bachelor,20,Manager,25069.77,65,Yes,1,3,4,7,0
1728,Sales,Female,29,High School,19,Manager,79496.97,57,Yes,4,2,5,24,0
1729,Sales,Male,29,PhD,26,Engineer,102202.56,67,No,1,2,5,5,0
1730,Operations,Female,39,PhD,17,Consultant,68775.73,16,No,3,3,1,4,0
1731,HR,Female,32,PhD,24,Engineer,91145.99,4,Yes,1,1,1,8,0
1732,Marketing,Female,55,Bachelor,21,Executive,38705.62,62,Yes,1,2,4,1,0
1733,Marketing,Male,40,Master,25,Manager,120884.38,84,No,4,1,5,29,0
1734,Sales,Female,21,PhD,27,Manager,24887.54,4,No,1,3,5,2,0
1735,HR,Female,57,Bachelor,5,Analyst,69250.34,93,No,1,4,1,13,0
1736,IT,Male,28,Master,21,Engineer,74161.02,64,Yes,2,2,4,7,0
1737,Marketing,Female,43,High School,19,Analyst,129762.92,72,Yes,1,1,2,1,1
1738,Marketing,Male,39,Master,1,Analyst,39439.98,3,Yes,4,1,1,17,0
1739,Marketing,Female,40,Master,22,Engineer,26798.42,34,No,4,4,5,25,0
1740,Finance,Male,31,Bachelor,1,Engineer,55210.4,7,No,2,4,5,7,0
1741,Finance,Female,24,Bachelor,9,Consultant,24608.0,92,Yes,2,3,5,23,0
1742,Sales,Male,50,Master,0,Analyst,33616.82,61,No,2,3,3,28,0
1743,HR,Male,42,High School,18,Analyst,65429.89,4,No,3,4,2,18,0
1744,Operations,Female,56,Bachelor,12,Analyst,43018.14,23,Yes,3,1,1,15,0
1745,Sales,Male,44,Bachelor,7,Analyst,46047.53,99,No,1,1,3,26,1
1746,Finance,Male,32,High School,0,Executive,123984.9,88,Yes,3,3,2,10,0
1747,Sales,Male,34,Master,12,Engineer,117751.7,68,Yes,3,2,4,13,0
1748,Sales,Female,44,PhD,2,Engineer,39860.48,43,No,2,1,1,29,0
1749,IT,Female,35,Master,2,Engineer,110132.64,99,No,3,2,4,15,0
1750,Sales,Female,40,High School,7,Analyst,52156.77,57,No,2,4,4,13,0
1751,Marketing,Female,38,High School,6,Consultant,21905.51,86,No,2,1,5,10,1
1752,HR,Male,43,PhD,4,Executive,27739.0,24,No,4,3,3,21,0
1753,HR,Male,53,High School,21,Executive,51789.03,45,No,2,1,2,3,0
1754,Marketing,Male,44,Bachelor,9,Manager,53095.87,37,No,4,4,5,7,1
1755,Finance,Female,33,PhD,20,Consultant,66939.23,59,No,3,2,3,6,0
1756,Operations,Male,27,PhD,26,Consultant,110026.1,95,No,1,2,1,23,0
1757,Sales,Female,30,PhD,6,Executive,135646.16,19,No,1,2,2,12,0
1758,Marketing,Female,34,Master,26,Engineer,82684.01,50,No,1,4,1,8,1
1759,Marketing,Female,45,PhD,29,Consultant,66741.13,35,Yes,4,2,1,1,0
1760,Operations,Female,35,Master,19,Engineer,64397.31,63,No,3,3,2,17,1
1761,IT,Female,25,Master,8,Executive,127825.48,50,No,2,4,5,7,0
1762,Operations,Male,38,High School,27,Consultant,126101.19,0,No,4,3,2,21,0
1763,IT,Female,33,Master,12,Analyst,95202.11,81,No,4,4,2,29,0
1764,Sales,Male,46,Bachelor,28,Consultant,39884.93,29,Yes,3,1,4,11,1
1765,Sales,Male,27,PhD,5,Executive,70669.22,98,Yes,1,4,3,28,0
1766,Finance,Female,44,PhD,2,Analyst,108187.79,85,No,1,1,1,11,0
1767,Operations,Female,46,High School,19,Engineer,117595.95,32,No,4,4,4,13,0
1768,IT,Female,24,Bachelor,13,Executive,40613.74,16,No,3,1,3,20,0
1769,Sales,Female,44,Master,4,Consultant,100746.0,3,No,3,4,5,19,0
1770,Marketing,Female,53,PhD,18,Consultant,95963.41,60,No,2,3,3,3,0
1771,Finance,Male,47,PhD,5,Executive,147425.99,4,No,2,3,5,12,0
1772,HR,Male,52,High School,6,Engineer,102293.02,21,No,3,2,2,14,0
1773,IT,Male,21,High School,22,Analyst,109529.18,44,No,3,3,4,15,0
1774,Marketing,Male,56,Master,12,Executive,81009.12,60,Yes,2,2,1,19,0
1775,Marketing,Male,45,High School,7,Consultant,31623.9,64,No,4,4,2,23,0
1776,IT,Male,34,Master,28,Engineer,142563.54,33,No,2,4,2,20,0
1777,HR,Female,57,PhD,22,Executive,102417.38,91,No,1,1,3,4,0
1778,IT,Male,21,Bachelor,27,Consultant,40666.09,68,No,1,1,5,16,0
1779,Marketing,Male,36,Master,16,Manager,53521.84,36,No,1,4,3,29,1
1780,Finance,Female,48,Master,20,Engineer,49271.16,56,No,4,4,5,23,1
1781,HR,Male,33,Bachelor,17,Executive,36045.69,15,No,3,4,3,18,0
1782,Marketing,Male,23,High School,28,Engineer,95368.76,67,No,2,4,5,1,0
1783,Marketing,Female,49,Master,10,Engineer,141510.69,98,Yes,1,4,5,4,0
1784,Sales,Male,24,PhD,27,Executive,23768.0,31,No,1,4,1,4,0
1785,Finance,Female,59,Bachelor,15,Consultant,44103.94,9,No,4,3,3,15,0
1786,Marketing,Male,37,Master,20,Consultant,111619.75,97,No,3,1,3,10,0
1787,Marketing,Female,36,Bachelor,8,Engineer,36613.0,16,No,4,3,1,20,0
1788,IT,Female,49,Master,7,Analyst,59130.68,0,Yes,3,4,4,25,0
1789,Operations,Male,45,Bachelor,18,Manager,36274.04,22,Yes,1,2,4,20,0
1790,IT,Male,48,Bachelor,23,Manager,118921.82,40,No,1,1,1,26,0
1791,Sales,Female,55,Master,14,Executive,33259.34,17,No,2,3,4,24,0
1792,Marketing,Female,52,High School,14,Analyst,131768.39,74,Yes,2,3,5,8,0
1793,HR,Female,39,PhD,5,Engineer,69806.59,34,No,1,4,1,29,1
1794,Operations,Female,41,Master,1,Analyst,113795.82,61,Yes,3,4,5,27,0
1795,Marketing,Male,29,Bachelor,27,Consultant,91828.83,66,No,4,2,4,4,0
1796,HR,Male,56,PhD,23,Consultant,78839.29,30,No,1,1,2,20,0
1797,Finance,Female,29,PhD,15,Engineer,129510.17,50,No,3,2,1,13,0
1798,Sales,Male,33,Bachelor,22,Executive,109185.8,92,No,2,4,1,23,1
1799,IT,Female,23,High School,18,Analyst,123040.72,31,No,2,2,5,23,0
1800,Sales,Female,27,Bachelor,7,Analyst,71698.55,0,Yes,2,2,4,18,0
1801,Operations,Male,39,Bachelor,3,Engineer,101319.62,37,Yes,3,4,3,8,0
1802,IT,Female,31,High School,3,Engineer,80273.2,53,No,1,1,2,21,0
1803,Marketing,Male,59,Bachelor,9,Consultant,107510.64,7,Yes,3,2,5,17,0
1804,Finance,Male,32,Master,23,Engineer,80381.55,95,No,4,2,3,5,0
1805,Operations,Female,44,Bachelor,20,Consultant,37082.33,49,Yes,4,3,4,13,0
1806,IT,Male,40,Master,28,Engineer,110887.7,80,No,4,3,2,9,0
1807,Operations,Male,21,High School,16,Executive,25342.22,47,No,2,4,2,12,0
1808,HR,Male,53,PhD,1,Analyst,134657.44,95,Yes,4,2,1,27,0
1809,IT,Male,37,Master,12,Analyst,58168.49,98,No,1,1,3,14,0
1810,IT,Female,45,Master,21,Engineer,48367.33,23,No,2,2,1,24,0
1811,Operations,Female,31,High School,3,Analyst,119590.61,84,No,1,3,4,20,0
1812,Marketing,Male,46,PhD,23,Manager,103006.06,10,Yes,3,3,3,15,0
1813,Operations,Female,40,High School,6,Manager,90514.09,23,Yes,3,2,2,0,0
1814,Sales,Male,31,High School,19,Consultant,41699.83,77,No,1,3,1,21,0
1815,Operations,Female,36,Master,18,Manager,132421.23,68,Yes,2,3,2,27,1
1816,HR,Male,35,Master,12,Consultant,104068.26,49,No,3,1,2,11,0
1817,Sales,Male,27,Bachelor,21,Manager,70338.3,46,Yes,2,3,4,13,0
1818,Finance,Male,35,Master,10,Executive,65040.73,23,No,4,1,5,15,0
1819,Sales,Female,28,Bachelor,14,Executive,148817.75,86,No,1,3,2,3,0
1820,HR,Female,50,High School,3,Analyst,114513.31,17,No,2,2,3,21,0
1821,Finance,Female,59,Master,16,Consultant,48533.22,38,No,2,4,3,13,0
1822,Marketing,Female,50,Master,5,Executive,115697.8,37,No,4,3,4,10,0
1823,Finance,Male,50,PhD,13,Analyst,68630.93,53,No,1,4,3,0,0
1824,HR,Female,30,Master,5,Manager,95616.33,6,Yes,2,3,4,1,0
1825,Marketing,Female,50,Bachelor,6,Executive,117282.04,36,No,3,3,1,14,0
1826,Finance,Female,55,PhD,0,Engineer,47021.4,90,No,3,3,2,6,1
1827,Marketing,Male,31,High School,0,Manager,31894.94,51,Yes,3,4,3,0,1
1828,HR,Female,39,High School,0,Engineer,68584.75,77,No,3,3,1,18,0
1829,Finance,Male,53,Master,19,Consultant,96751.32,39,Yes,3,1,2,1,0
1830,HR,Female,46,Master,14,Consultant,27468.31,30,No,4,4,3,18,0
1831,IT,Male,49,Bachelor,20,Engineer,94401.11,51,No,4,2,1,18,0
1832,Finance,Female,48,Bachelor,9,Consultant,46483.23,4,No,1,2,3,16,0
1833,Operations,Male,49,PhD,26,Consultant,110561.13,50,Yes,1,4,1,7,0
1834,Finance,Female,35,PhD,22,Analyst,125402.18,4,No,2,3,1,1,0
1835,Marketing,Male,28,PhD,26,Analyst,149156.29,76,No,2,4,2,6,0
1836,Marketing,Male,28,High School,15,Engineer,75630.2,44,No,4,3,3,2,0
1837,Sales,Male,30,High School,15,Analyst,86001.47,96,No,3,2,3,14,0
1838,Marketing,Female,43,Master,25,Manager,45949.21,87,No,2,3,4,2,0
1839,Sales,Female,59,Master,13,Analyst,50942.44,1,No,2,3,3,8,0
1840,Operations,Male,24,Master,9,Executive,22362.55,1,No,1,2,5,4,0
1841,Marketing,Male,48,Bachelor,0,Engineer,136998.52,64,Yes,3,4,3,15,0
1842,HR,Female,46,Master,22,Consultant,101378.22,74,No,3,4,2,24,0
1843,HR,Male,29,Bachelor,29,Analyst,55422.73,54,No,2,1,4,11,0
1844,Operations,Female,53,High School,1,Consultant,133138.25,46,No,2,1,3,27,0
1845,IT,Female,23,PhD,5,Executive,147722.87,66,No,1,2,2,14,0
1846,Sales,Female,48,High School,24,Consultant,29773.56,71,Yes,4,3,2,14,0
1847,Marketing,Male,58,High School,17,Manager,135968.17,34,No,2,3,5,9,0
1848,Operations,Male,38,PhD,26,Analyst,97324.52,93,No,3,4,4,25,0
1849,HR,Female,35,Bachelor,28,Engineer,28335.26,32,No,1,2,5,28,0
1850,Marketing,Male,25,PhD,22,Engineer,136149.17,89,Yes,1,3,2,19,0
1851,Marketing,Female,27,High School,26,Manager,124019.38,69,No,3,1,2,12,0
1852,Finance,Female,58,High School,19,Manager,48099.34,61,No,1,1,2,0,0
1853,Operations,Female,45,Bachelor,10,Engineer,96845.37,71,No,4,3,5,26,0
1854,IT,Female,58,Master,3,Engineer,112175.74,88,No,1,1,3,7,1
1855,Sales,Male,32,Bachelor,8,Engineer,124543.14,25,No,1,1,1,26,0
1856,HR,Male,50,Bachelor,12,Executive,67302.35,58,Yes,2,3,4,28,0
1857,Operations,Female,56,Bachelor,18,Executive,102473.15,20,No,1,1,1,24,0
1858,HR,Female,24,Bachelor,12,Engineer,124087.54,88,No,2,4,4,7,1
1859,IT,Male,50,Bachelor,27,Executive,116770.92,99,No,1,2,3,11,0
1860,Marketing,Female,36,PhD,26,Consultant,53760.49,83,No,4,2,4,14,0
1861,IT,Male,32,Bachelor,28,Executive,39259.47,20,No,2,4,1,17,1
1862,Finance,Female,56,Master,17,Executive,129622.43,36,Yes,4,2,5,8,1
1863,Sales,Female,25,Bachelor,8,Analyst,74224.12,33,Yes,4,1,1,23,0
1864,Operations,Female,35,Master,27,Engineer,55819.75,88,No,2,1,4,24,0
1865,Operations,Male,35,PhD,17,Consultant,21087.51,26,No,4,1,3,27,0
1866,Operations,Male,54,PhD,16,Consultant,135443.55,15,Yes,1,2,1,26,0
1867,HR,Female,49,Bachelor,17,Consultant,107200.59,8,No,1,1,1,24,0
1868,IT,Female,38,Master,29,Engineer,90809.19,11,Yes,4,1,2,26,0
1869,IT,Male,36,PhD,1,Engineer,58216.4,55,Yes,4,4,3,15,1
1870,IT,Male,21,PhD,7,Engineer,84502.87,49,Yes,4,3,1,14,0
1871,Marketing,Female,48,High School,24,Manager,90342.25,5,Yes,3,4,4,3,1
1872,Operations,Female,45,High School,22,Consultant,60180.23,62,No,1,4,5,6,0
1873,Operations,Female,38,Master,17,Manager,70180.85,12,No,2,4,1,11,0
1874,IT,Male,41,High School,27,Analyst,56737.88,35,No,3,1,4,23,0
1875,Marketing,Male,40,PhD,21,Manager,98321.91,59,No,4,4,2,4,0
1876,Marketing,Female,24,Bachelor,17,Consultant,55303.15,16,No,4,2,5,1,1
1877,HR,Female,41,Bachelor,14,Manager,36045.41,62,No,4,3,2,2,0
1878,Finance,Male,52,Bachelor,23,Executive,109731.53,14,No,4,4,2,23,0
1879,Sales,Female,46,Bachelor,5,Analyst,64468.32,17,Yes,2,4,4,23,0
1880,Sales,Male,26,PhD,17,Consultant,106865.06,44,No,1,2,4,8,0
1881,Marketing,Male,21,PhD,25,Analyst,148574.8,75,No,4,2,1,6,0
1882,IT,Female,38,Bachelor,21,Executive,119513.8,95,No,3,4,2,8,0
1883,Operations,Male,30,High School,12,Analyst,141851.27,19,No,3,2,4,12,0
1884,IT,Female,50,High School,10,Analyst,133469.63,13,Yes,4,2,5,24,0
1885,Marketing,Female,41,High School,13,Analyst,46565.51,29,No,3,3,1,24,0
1886,Finance,Female,22,High School,29,Analyst,106661.32,42,No,4,2,2,0,0
1887,Finance,Male,42,Bachelor,10,Executive,35658.6,71,Yes,4,3,1,17,0
1888,HR,Female,35,Master,5,Engineer,145435.51,15,No,3,4,4,26,0
1889,Sales,Female,42,PhD,15,Consultant,49042.46,56,No,4,4,3,16,0
1890,Sales,Male,37,High School,3,Executive,69612.39,10,Yes,4,4,2,20,0
1891,Sales,Male,41,Master,14,Analyst,145576.64,41,No,1,4,1,7,0
1892,Marketing,Male,44,Master,23,Consultant,70921.82,40,No,3,2,1,24,0
1893,HR,Male,29,Master,21,Analyst,121680.57,28,Yes,1,1,2,20,1
1894,Marketing,Male,55,PhD,9,Consultant,138597.39,3,Yes,4,2,4,5,0
1895,Sales,Male,38,High School,27,Manager,22744.86,94,No,2,4,3,15,1
1896,Operations,Female,52,PhD,12,Manager,99776.43,3,No,3,2,5,0,0
1897,HR,Male,21,Bachelor,8,Executive,78580.94,76,Yes,2,2,5,26,0
1898,Marketing,Male,57,Master,10,Executive,99034.1,52,Yes,4,2,4,10,1
1899,Sales,Male,23,Master,16,Analyst,139530.37,89,No,4,4,2,9,0
1900,HR,Female,46,High School,0,Consultant,125992.67,33,Yes,2,2,2,23,1
1901,HR,Female,31,High School,22,Analyst,48235.14,25,Yes,2,3,2,1,0
1902,IT,Female,43,Bachelor,23,Analyst,59417.64,47,No,3,2,2,18,0
1903,Marketing,Male,43,PhD,2,Manager,60360.1,74,No,1,1,1,22,0
1904,Finance,Male,21,High School,24,Manager,53425.16,1,No,4,2,4,16,0
1905,Finance,Female,47,High School,9,Consultant,128140.41,60,No,4,2,5,14,1
1906,Marketing,Male,35,Master,2,Consultant,74870.29,39,No,3,1,4,5,1
1907,HR,Female,41,High School,9,Executive,149349.2,26,No,1,2,1,13,1
1908,IT,Female,41,Master,13,Consultant,120935.98,36,Yes,2,3,3,27,1
1909,Marketing,Female,36,Bachelor,22,Analyst,70210.86,6,Yes,2,1,5,11,0
1910,Operations,Male,49,PhD,18,Executive,112648.53,50,Yes,1,1,3,19,0
1911,Operations,Male,41,PhD,5,Executive,121294.5,76,Yes,2,2,3,15,0
1912,Finance,Male,59,PhD,13,Engineer,119031.41,9,Yes,3,3,2,17,0
1913,Finance,Female,39,Master,1,Executive,61141.72,5,No,1,2,5,28,0
1914,IT,Female,52,High School,1,Engineer,107255.46,14,No,2,3,5,3,0
1915,Sales,Male,48,Master,7,Executive,144901.78,94,No,1,1,1,24,0
1916,IT,Female,34,PhD,23,Manager,143096.5,97,No,2,4,1,12,0
1917,Operations,Male,25,PhD,3,Executive,63737.99,73,Yes,2,3,1,3,0
1918,Finance,Female,52,Master,4,Analyst,129424.86,65,No,3,2,3,11,0
1919,HR,Female,51,PhD,27,Analyst,77954.05,34,No,3,3,1,15,0
1920,Finance,Female,32,Master,22,Manager,124811.77,53,Yes,3,4,3,9,0
1921,Finance,Female,35,Bachelor,0,Engineer,22389.75,73,No,4,3,1,8,0
1922,Operations,Female,49,Master,11,Executive,143886.62,41,No,3,2,2,4,0
1923,Operations,Male,53,PhD,10,Consultant,65996.72,49,No,3,3,5,28,0
1924,Marketing,Female,37,Bachelor,26,Analyst,139187.67,44,No,4,1,4,7,0
1925,IT,Male,50,Bachelor,3,Engineer,21296.71,72,No,1,4,3,20,0
1926,IT,Male,47,Master,12,Executive,100269.53,29,No,3,1,5,10,0
1927,Finance,Female,22,High School,21,Engineer,67119.72,47,No,4,3,2,8,1
1928,HR,Female,30,Bachelor,22,Manager,40985.37,68,Yes,1,3,1,0,0
1929,Marketing,Male,56,PhD,3,Analyst,31207.83,38,No,4,4,2,2,0
1930,IT,Female,37,Bachelor,20,Executive,113172.63,93,No,2,2,1,3,0
1931,Marketing,Male,40,High School,8,Analyst,27623.99,91,No,4,1,4,28,0
1932,Sales,Female,53,PhD,9,Analyst,57936.54,13,No,4,2,3,12,0
1933,Sales,Male,23,Bachelor,7,Executive,146475.49,34,No,3,3,4,12,0
1934,HR,Male,52,High School,15,Executive,97793.65,47,No,2,2,4,12,0
1935,Marketing,Female,35,High School,20,Engineer,107025.09,42,No,4,3,2,23,0
1936,IT,Female,33,Bachelor,20,Consultant,137200.73,0,No,3,2,3,22,0
